n,"Date Time, GMT-04:00",Temp ,Treat,Rep
266,04/18/18 07:10:00 AM,31.778,Heat,D
267,04/18/18 07:20:00 AM,31.676,Heat,D
268,04/18/18 07:30:00 AM,31.778,Heat,D
269,04/18/18 07:40:00 AM,31.778,Heat,D
270,04/18/18 07:50:00 AM,31.778,Heat,D
271,04/18/18 08:00:00 AM,31.778,Heat,D
272,04/18/18 08:10:00 AM,31.778,Heat,D
273,04/18/18 08:20:00 AM,31.778,Heat,D
274,04/18/18 08:30:00 AM,31.778,Heat,D
275,04/18/18 08:40:00 AM,31.778,Heat,D
276,04/18/18 08:50:00 AM,31.778,Heat,D
277,04/18/18 09:00:00 AM,31.88,Heat,D
278,04/18/18 09:10:00 AM,31.778,Heat,D
279,04/18/18 09:20:00 AM,31.778,Heat,D
280,04/18/18 09:30:00 AM,31.88,Heat,D
281,04/18/18 09:40:00 AM,31.778,Heat,D
282,04/18/18 09:50:00 AM,31.88,Heat,D
283,04/18/18 10:00:00 AM,31.88,Heat,D
284,04/18/18 10:10:00 AM,31.778,Heat,D
285,04/18/18 10:20:00 AM,31.88,Heat,D
286,04/18/18 10:30:00 AM,31.88,Heat,D
287,04/18/18 10:40:00 AM,31.778,Heat,D
288,04/18/18 10:50:00 AM,31.88,Heat,D
289,04/18/18 11:00:00 AM,31.88,Heat,D
290,04/18/18 11:10:00 AM,31.88,Heat,D
291,04/18/18 11:20:00 AM,31.88,Heat,D
292,04/18/18 11:30:00 AM,31.778,Heat,D
293,04/18/18 11:40:00 AM,31.88,Heat,D
294,04/18/18 11:50:00 AM,31.88,Heat,D
295,04/18/18 12:00:00 PM,31.778,Heat,D
296,04/18/18 12:10:00 PM,31.88,Heat,D
297,04/18/18 12:20:00 PM,31.88,Heat,D
298,04/18/18 12:30:00 PM,31.778,Heat,D
299,04/18/18 12:40:00 PM,31.88,Heat,D
300,04/18/18 12:50:00 PM,31.88,Heat,D
301,04/18/18 01:00:00 PM,31.778,Heat,D
302,04/18/18 01:10:00 PM,31.88,Heat,D
303,04/18/18 01:20:00 PM,31.88,Heat,D
304,04/18/18 01:30:00 PM,31.778,Heat,D
305,04/18/18 01:40:00 PM,31.88,Heat,D
306,04/18/18 01:50:00 PM,31.778,Heat,D
307,04/18/18 02:00:00 PM,31.778,Heat,D
308,04/18/18 02:10:00 PM,31.88,Heat,D
309,04/18/18 02:20:00 PM,31.88,Heat,D
310,04/18/18 02:30:00 PM,31.778,Heat,D
311,04/18/18 02:40:00 PM,31.88,Heat,D
312,04/18/18 02:50:00 PM,31.88,Heat,D
313,04/18/18 03:00:00 PM,31.778,Heat,D
314,04/18/18 03:10:00 PM,31.88,Heat,D
315,04/18/18 03:20:00 PM,31.88,Heat,D
316,04/18/18 03:30:00 PM,31.778,Heat,D
317,04/18/18 03:40:00 PM,31.88,Heat,D
318,04/18/18 03:50:00 PM,31.88,Heat,D
319,04/18/18 04:00:00 PM,31.778,Heat,D
320,04/18/18 04:10:00 PM,31.778,Heat,D
321,04/18/18 04:20:00 PM,31.88,Heat,D
322,04/18/18 04:30:00 PM,31.778,Heat,D
323,04/18/18 04:40:00 PM,31.778,Heat,D
324,04/18/18 04:50:00 PM,31.88,Heat,D
325,04/18/18 05:00:00 PM,31.778,Heat,D
326,04/18/18 05:10:00 PM,31.778,Heat,D
327,04/18/18 05:20:00 PM,31.88,Heat,D
328,04/18/18 05:30:00 PM,31.88,Heat,D
329,04/18/18 05:40:00 PM,31.778,Heat,D
330,04/18/18 05:50:00 PM,31.778,Heat,D
331,04/18/18 06:00:00 PM,31.778,Heat,D
332,04/18/18 06:10:00 PM,31.778,Heat,D
333,04/18/18 06:20:00 PM,31.778,Heat,D
334,04/18/18 06:30:00 PM,31.778,Heat,D
335,04/18/18 06:40:00 PM,31.778,Heat,D
336,04/18/18 06:50:00 PM,31.778,Heat,D
337,04/18/18 07:00:00 PM,31.778,Heat,D
338,04/18/18 07:10:00 PM,31.88,Heat,D
339,04/18/18 07:20:00 PM,31.778,Heat,D
340,04/18/18 07:30:00 PM,31.778,Heat,D
341,04/18/18 07:40:00 PM,31.778,Heat,D
342,04/18/18 07:50:00 PM,31.778,Heat,D
343,04/18/18 08:00:00 PM,31.778,Heat,D
344,04/18/18 08:10:00 PM,31.778,Heat,D
345,04/18/18 08:20:00 PM,31.778,Heat,D
346,04/18/18 08:30:00 PM,31.778,Heat,D
347,04/18/18 08:40:00 PM,31.676,Heat,D
348,04/18/18 08:50:00 PM,31.778,Heat,D
349,04/18/18 09:00:00 PM,31.778,Heat,D
350,04/18/18 09:10:00 PM,31.778,Heat,D
351,04/18/18 09:20:00 PM,31.676,Heat,D
352,04/18/18 09:30:00 PM,31.778,Heat,D
353,04/18/18 09:40:00 PM,31.778,Heat,D
354,04/18/18 09:50:00 PM,31.676,Heat,D
355,04/18/18 10:00:00 PM,31.778,Heat,D
356,04/18/18 10:10:00 PM,31.778,Heat,D
357,04/18/18 10:20:00 PM,31.778,Heat,D
358,04/18/18 10:30:00 PM,31.676,Heat,D
359,04/18/18 10:40:00 PM,31.778,Heat,D
360,04/18/18 10:50:00 PM,31.778,Heat,D
361,04/18/18 11:00:00 PM,31.676,Heat,D
362,04/18/18 11:10:00 PM,31.676,Heat,D
363,04/18/18 11:20:00 PM,31.778,Heat,D
364,04/18/18 11:30:00 PM,31.778,Heat,D
365,04/18/18 11:40:00 PM,31.676,Heat,D
366,04/18/18 11:50:00 PM,31.778,Heat,D
367,04/19/18 12:00:00 AM,31.778,Heat,D
368,04/19/18 12:10:00 AM,31.778,Heat,D
369,04/19/18 12:20:00 AM,31.676,Heat,D
370,04/19/18 12:30:00 AM,31.778,Heat,D
