n,"Date Time, GMT-04:00",Temp,Treat,Rep
278,04/18/18 09:10:00 AM,32.704,Heat,E
279,04/18/18 09:20:00 AM,32.704,Heat,E
280,04/18/18 09:30:00 AM,32.6,Heat,E
281,04/18/18 09:40:00 AM,32.704,Heat,E
282,04/18/18 09:50:00 AM,32.6,Heat,E
283,04/18/18 10:00:00 AM,32.704,Heat,E
284,04/18/18 10:10:00 AM,32.704,Heat,E
285,04/18/18 10:20:00 AM,32.6,Heat,E
286,04/18/18 10:30:00 AM,32.704,Heat,E
287,04/18/18 10:40:00 AM,32.704,Heat,E
288,04/18/18 10:50:00 AM,32.704,Heat,E
289,04/18/18 11:00:00 AM,32.704,Heat,E
290,04/18/18 11:10:00 AM,32.704,Heat,E
291,04/18/18 11:20:00 AM,32.704,Heat,E
292,04/18/18 11:30:00 AM,32.807,Heat,E
293,04/18/18 11:40:00 AM,32.704,Heat,E
294,04/18/18 11:50:00 AM,32.704,Heat,E
295,04/18/18 12:00:00 PM,32.704,Heat,E
296,04/18/18 12:10:00 PM,32.704,Heat,E
297,04/18/18 12:20:00 PM,32.807,Heat,E
298,04/18/18 12:30:00 PM,32.704,Heat,E
299,04/18/18 12:40:00 PM,32.704,Heat,E
300,04/18/18 12:50:00 PM,32.807,Heat,E
301,04/18/18 01:00:00 PM,32.704,Heat,E
302,04/18/18 01:10:00 PM,32.704,Heat,E
303,04/18/18 01:20:00 PM,32.807,Heat,E
304,04/18/18 01:30:00 PM,32.704,Heat,E
305,04/18/18 01:40:00 PM,32.807,Heat,E
306,04/18/18 01:50:00 PM,32.807,Heat,E
307,04/18/18 02:00:00 PM,32.704,Heat,E
308,04/18/18 02:10:00 PM,32.807,Heat,E
309,04/18/18 02:20:00 PM,32.807,Heat,E
310,04/18/18 02:30:00 PM,32.807,Heat,E
311,04/18/18 02:40:00 PM,32.807,Heat,E
312,04/18/18 02:50:00 PM,32.807,Heat,E
313,04/18/18 03:00:00 PM,32.911,Heat,E
314,04/18/18 03:10:00 PM,32.807,Heat,E
315,04/18/18 03:20:00 PM,32.807,Heat,E
316,04/18/18 03:30:00 PM,32.911,Heat,E
317,04/18/18 03:40:00 PM,32.807,Heat,E
